Marca,Modelo,Precio,Tipo_Combustible,Año,kms,CV,N_Puertas,Tipo_Cambio,color,N_Fotos,Provincia,TDG
1,45,2500,3,2006.0,174000,90.0,2,2,4,4,44,-68.5628
1,407,12900,3,2013.0,135000,150.0,2,3,4,12,3,-9.453178294573643
1,493,7500,3,2015.0,210000,110.0,2,2,3,11,31,-26.984933333333334
1,47,12099,3,2016.0,82751,150.0,2,2,2,24,7,-5.826845193817671
3,237,13950,3,2015.0,148000,109.0,2,2,3,28,2,-9.601146953405017
1,455,9700,3,2016.0,120000,136.0,2,2,4,9,45,-11.35680412371134
2,104,7500,3,2009.0,266000,143.0,2,3,4,7,26,-34.446933333333334
2,867,38800,3,2017.0,2523,190.0,2,3,4,9,24,0.94
1,773,12490,3,2013.0,53803,140.0,2,2,4,31,39,-3.2962369895916734
2,780,30800,4,2016.0,76000,230.0,1,3,2,11,39,-1.4599025974025974
1,798,13990,4,2015.0,75000,160.0,2,2,3,11,42,-4.349320943531094
1,472,8990,3,2017.0,60000,75.0,2,2,3,9,45,-5.665406006674083
1,517,19300,4,2016.0,27270,192.0,1,2,4,30,39,-0.4028497409326425
1,47,10990,4,2014.0,79500,110.0,2,2,2,8,20,-6.223566878980892
1,423,6500,3,2009.0,117032,105.0,2,2,4,13,33,-16.988307692307693
2,104,13000,3,2012.0,180000,143.0,2,3,4,7,8,-12.834769230769231
1,407,13999,3,2013.0,140000,105.0,2,3,4,9,31,-8.99292806629045
1,507,4700,3,2008.0,140000,105.0,2,2,2,11,7,-28.764255319148937
1,124,1400,4,2006.0,128000,98.0,2,2,2,5,7,-90.35642857142857
1,804,5900,3,2004.0,176650,313.0,2,3,4,12,29,-28.88694915254237
1,91,3995,3,2006.0,173000,150.0,2,3,4,23,32,-42.26558197747184
1,744,6290,4,2007.0,149986,204.0,2,3,4,37,29,-22.8120826709062
1,919,4000,4,2012.0,63000,61.0,1,3,3,5,7,-14.73375
2,107,9000,3,2008.0,246000,190.0,3,3,4,6,3,-26.311666666666667
3,762,21300,3,2014.0,77000,163.0,2,3,3,10,14,-2.607089201877934
2,636,26900,4,2018.0,16180,150.0,2,3,3,23,47,0.40427509293680297
1,795,4500,3,1997.0,171000,125.0,1,2,4,11,33,-36.971555555555554
1,327,8500,3,2012.0,168000,90.0,2,2,4,19,32,-18.753764705882354
2,103,29524,3,2020.0,0,150.0,2,3,4,8,5,1.0052499661292509
1,616,17990,4,2019.0,34889,95.0,2,2,4,17,0,-0.9339077265147304
4,95,139900,4,2020.0,2500,385.0,3,3,2,25,7,0.9849320943531094
1,221,18990,3,2011.0,167000,140.0,2,3,4,20,45,-7.786519220642443
1,117,3600,3,2007.0,256000,140.0,2,2,4,2,45,-70.07138888888889
1,566,14990,3,2018.0,37179,110.0,2,2,4,12,10,-1.4727151434289527
3,672,5000,4,2003.0,300000,286.0,2,3,4,6,32,-58.9416
1,886,1250,3,2001.0,259200,90.0,2,2,4,12,29,-206.2856
1,685,8900,4,2016.0,37405,84.0,2,2,4,15,29,-3.1930337078651685
1,407,14400,3,2014.0,128319,150.0,2,3,4,33,47,-7.900347222222222
1,586,11499,3,2015.0,136000,150.0,2,2,4,31,14,-10.81380989651274
3,245,10500,4,2008.0,205000,183.0,2,3,2,0,45,-18.505809523809525
2,107,22490,3,2016.0,108802,150.0,2,3,4,36,7,-3.8309026233881727
3,380,47900,6,2020.0,4000,218.0,2,3,4,29,20,0.921169102296451
1,551,11500,4,2013.0,91280,140.0,2,2,4,29,47,-6.92495652173913
1,118,49900,6,2020.0,3,306.0,2,3,2,15,0,1.0061523046092185
4,521,38490,3,2014.0,117000,258.0,2,3,3,31,47,-2.032865679397246
1,862,24500,3,2019.0,36130,150.0,2,2,4,41,10,-0.46844897959183673
1,40,21950,4,2019.0,29725,130.0,2,2,4,29,29,-0.3481548974943052
1,221,25900,3,2018.0,37700,102.0,2,2,3,19,32,-0.45154440154440156
1,813,2400,3,2002.0,190000,85.0,2,2,3,6,41,-78.13
2,733,6975,4,2008.0,198445,143.0,2,3,2,24,29,-27.42967741935484
1,369,3500,3,2005.0,162000,136.0,2,2,4,8,31,-45.246
1,449,7890,3,2017.0,164500,90.0,2,2,3,39,37,-19.837389100126742
1,322,9800,3,2016.0,78000,95.0,2,2,3,8,39,-6.9491836734693875
3,245,1100,4,1999.0,279500,224.0,2,3,4,10,27,-252.88181818181818
3,248,20400,3,2015.0,129300,136.0,2,3,3,10,47,-5.331274509803921
1,369,12190,4,2018.0,50491,125.0,2,2,4,27,29,-3.1315012305168173
3,249,51990,4,2019.0,29000,367.0,2,3,2,31,47,0.44937487978457397
1,449,1490,3,2005.0,210000,80.0,1,2,4,5,9,-139.88389261744967
1,169,21390,5,2019.0,10000,122.0,2,3,4,29,29,0.5383824216923796
1,377,3700,4,2008.0,121400,80.0,2,2,4,10,36,-31.78837837837838
1,363,3350,3,2010.0,150000,68.0,1,2,4,6,29,-43.75492537313433
1,28,11500,4,2019.0,28831,82.0,2,2,4,19,7,-1.4996521739130435
2,452,16900,4,2019.0,39980,114.0,2,3,3,1,29,-1.358639053254438
1,91,2950,3,2006.0,220000,150.0,2,2,4,6,8,-73.52440677966102
1,21,15400,4,2016.0,38331,110.0,2,2,4,39,9,-1.4816883116883117
1,529,16990,3,2016.0,108000,110.0,2,2,3,25,32,-5.350029429075927
1,407,12290,3,2017.0,125000,115.0,2,2,4,9,29,-9.16126932465419
2,737,29990,3,2013.0,200500,381.0,2,3,2,41,45,-5.672690896965655
2,109,29990,3,2015.0,83800,218.0,2,3,4,32,47,-1.7868289429809936
2,640,25900,3,2015.0,91969,190.0,2,3,4,30,25,-2.5433976833976835
1,646,23950,3,2020.0,1,115.0,2,2,3,31,45,1.0048851774530272
1,204,17490,3,2015.0,109990,150.0,2,3,4,37,7,-5.279931389365352
2,107,14900,3,2013.0,178000,143.0,2,2,4,8,23,-10.936442953020133
1,168,14250,3,2020.0,2,102.0,2,2,4,14,4,1.0072280701754386
3,674,45500,3,2016.0,159600,258.0,2,3,4,9,39,-2.50189010989011
2,107,15990,3,2012.0,177000,177.0,3,2,3,14,0,-10.058098811757349
4,227,149000,4,2019.0,28880,550.0,2,3,4,8,32,0.8099127516778524
1,517,8990,4,2010.0,89000,122.0,1,3,3,12,37,-8.88587319243604
1,407,2650,3,2005.0,333936,105.0,2,2,2,25,29,-124.97283018867924
1,21,20600,4,2021.0,0,100.0,2,2,3,10,46,1.005
2,640,19900,3,2012.0,180000,177.0,2,3,2,11,31,-8.03608040201005
1,181,10900,3,2015.0,86000,100.0,2,2,3,7,43,-6.880458715596331
1,542,8450,3,2015.0,91253,110.0,2,2,4,28,7,-9.785798816568047
1,76,13000,3,2015.0,98000,140.0,2,2,2,12,39,-6.527461538461538
1,455,11300,3,2015.0,137952,140.0,2,2,4,33,14,-11.195486725663716
1,407,13990,3,2015.0,115000,105.0,2,2,4,9,32,-7.212437455325232
1,616,2900,4,2002.0,160000,75.0,1,2,4,7,4,-54.14551724137931
1,168,14750,3,2020.0,1,102.0,2,2,3,13,32,1.0070508474576272
1,451,16990,5,2020.0,9,90.0,2,2,4,17,9,1.0049440847557387
1,449,9200,4,2017.0,72400,75.0,2,2,4,9,32,-6.861086956521739
1,616,10200,3,2017.0,48000,90.0,2,2,4,7,45,-3.696764705882353
1,47,8999,4,2016.0,39000,130.0,2,2,2,6,25,-3.3190354483831537
2,309,37900,4,2019.0,12750,225.0,2,3,4,1,45,0.6696569920844327
1,586,18000,3,2013.0,132800,184.0,2,3,3,31,45,-6.367333333333334
1,722,15900,4,2017.0,32181,130.0,2,2,4,12,7,-1.0155974842767295
3,239,45900,3,2020.0,0,170.0,2,3,4,21,39,1.003834422657952
1,641,18500,3,2015.0,45177,170.0,2,3,4,19,24,-1.4325945945945946
1,116,2200,3,2006.0,198230,81.0,2,2,4,11,32,-89.06636363636363
2,272,25000,4,2018.0,33000,170.0,2,3,4,13,27,-0.313
2,103,7500,3,2008.0,146000,140.0,1,2,4,6,29,-18.447466666666667
1,601,15700,3,2019.0,175,73.0,2,2,3,11,7,0.9936942675159236
1,147,5900,4,2011.0,45000,86.0,2,2,4,10,34,-6.612033898305085
1,507,9980,3,2016.0,114500,110.0,2,2,4,16,38,-10.461623246492985
2,452,3500,4,2004.0,213000,125.0,2,2,4,12,7,-59.82028571428572
1,566,6000,3,2011.0,177400,110.0,2,2,4,9,31,-28.547833333333333
2,729,10850,3,2009.0,115238,143.0,3,2,3,9,18,-9.607465437788019
3,260,7000,4,2004.0,165000,163.0,3,2,4,10,5,-22.547428571428572
2,104,19500,3,2016.0,73000,150.0,2,2,4,7,15,-2.735692307692308
1,679,23990,5,2017.0,39000,197.0,2,3,3,21,50,-0.6172988745310546
1,517,9300,4,2009.0,84043,95.0,1,2,3,20,18,-8.026344086021505
1,760,19800,3,2016.0,34476,136.0,2,2,4,38,7,-0.7341919191919192
2,645,81600,3,2019.0,4594,286.0,2,3,4,13,7,0.9472671568627451
2,732,17900,3,2015.0,54900,150.0,2,3,3,11,32,-2.0583798882681563
1,507,18900,4,2020.0,540,130.0,2,2,4,15,17,0.9784656084656085
1,805,12500,3,2012.0,179000,140.0,2,3,4,0,32,-13.30848
1,315,22306,3,2017.0,73000,146.0,3,2,3,10,7,-2.2659822469290773
1,407,8900,3,2010.0,158000,105.0,2,3,4,22,29,-16.740561797752807
3,254,28100,3,2013.0,151000,258.0,2,3,4,9,32,-4.364270462633452
2,733,16000,3,2016.0,190000,163.0,2,3,3,1,7,-10.8645
2,733,20500,4,2013.0,58000,170.0,3,3,4,16,17,-1.8207317073170732
1,802,12500,3,2017.0,58000,115.0,2,2,3,5,41,-3.63056
2,915,80900,5,2020.0,950,408.0,2,3,4,14,3,0.9933621755253399
1,718,17900,3,2019.0,6949,115.0,2,2,4,31,7,0.6183798882681564
1,531,1600,4,2009.0,140000,65.0,2,2,3,9,32,-86.4575
1,186,31050,3,2020.0,2,177.0,2,3,4,7,28,1.0057648953301128
1,646,16499,3,2018.0,90000,115.0,2,2,3,17,23,-4.447724104491181
1,646,19200,4,2019.0,23456,115.0,2,2,3,15,21,-0.21552083333333333
1,551,8500,3,2014.0,177000,130.0,2,2,3,9,15,-19.807882352941178
1,263,4500,4,2003.0,250000,172.0,1,2,2,0,16,-54.516666666666666
1,363,630,4,2005.0,50000,70.0,2,2,2,0,7,-78.24920634920635
1,507,17900,3,2019.0,23281,115.0,2,2,4,7,18,-0.2940223463687151
2,780,5199,4,1999.0,205000,180.0,1,2,4,5,24,-38.39526832083093
2,636,23900,3,2018.0,30092,116.0,2,2,4,15,7,-0.25405857740585774
1,566,12190,3,2017.0,47951,110.0,2,2,2,17,29,-2.9243642329778505
1,222,10999,4,2015.0,46577,135.0,2,2,3,27,7,-3.2221111010091827
1,529,32186,3,2020.0,169,145.0,3,2,3,21,29,0.9993475424097433
2,700,8950,3,2009.0,179000,205.0,2,3,4,13,36,-18.976536312849163
1,21,16900,3,2019.0,9218,100.0,2,2,4,37,0,0.4606508875739645
1,646,17400,4,2018.0,26025,115.0,2,2,2,26,50,-0.4889080459770115
1,517,17990,4,2017.0,32350,136.0,1,3,4,13,27,-0.7904391328515842
1,175,15190,4,2020.0,0,110.0,2,2,4,36,29,1.0074391046741278
1,47,14999,4,2016.0,25360,130.0,2,2,4,25,7,-0.681912127475165
1,449,11900,4,2018.0,35000,95.0,2,2,3,13,32,-1.9329411764705882
1,322,8200,3,2017.0,149000,95.0,2,2,3,13,2,-17.15878048780488
2,72,15000,4,2014.0,69000,160.0,3,2,4,13,26,-3.5890666666666666
1,616,3200,4,2006.0,164000,75.0,1,2,4,26,29,-50.225625
3,877,29990,3,2016.0,89854,300.0,2,3,4,54,29,-1.9859286428809604
2,729,14900,3,2013.0,125000,184.0,2,2,4,13,37,-7.376644295302014
1,676,3400,3,2001.0,313000,109.0,2,2,4,5,6,-91.02588235294118
2,831,31990,3,2020.0,10,150.0,2,3,4,24,29,1.004532666458268
2,104,25900,3,2013.0,132000,245.0,2,3,4,14,8,-4.086872586872587
1,76,10950,3,2014.0,149000,140.0,2,2,2,18,29,-12.594246575342465
1,767,16899,4,2019.0,14625,100.0,2,2,4,25,29,0.14065921060417777
1,138,5499,1,2016.0,290000,140.0,2,2,3,9,29,-51.710856519367155
3,250,58600,3,2018.0,99900,258.0,2,3,2,30,24,-0.7002730375426621
1,760,11490,3,2011.0,135472,115.0,2,2,3,32,45,-10.780156657963447
1,455,7500,3,2012.0,147000,130.0,2,2,4,7,27,-18.582266666666666
1,139,22990,4,2017.0,43000,150.0,2,3,3,11,27,-0.8636798608090475
1,130,16000,6,2012.0,160000,150.0,2,3,4,7,15,-8.990375
1,599,5900,4,2013.0,20000,85.0,2,2,4,8,3,-2.374915254237288
1,517,21500,4,2018.0,26000,192.0,1,3,2,7,29,-0.2001860465116279
1,138,8050,3,2016.0,124000,110.0,2,2,4,7,29,-14.38968944099379
1,47,7850,3,2016.0,116000,120.0,2,2,2,11,12,-13.761401273885351
1,430,30400,3,2020.0,0,130.0,2,3,3,25,29,1.004407894736842
1,263,11700,4,2016.0,44368,90.0,2,2,4,39,16,-2.784188034188034
2,867,32000,3,2016.0,122734,190.0,2,3,2,43,39,-2.82934375
1,601,17085,3,2020.0,1,98.0,2,2,3,24,45,1.0058530875036582
2,103,18900,3,2017.0,113000,150.0,1,2,4,6,29,-4.97068783068783
1,73,9700,3,2016.0,71983,95.0,2,2,4,17,32,-6.4108247422680416
1,47,15700,4,2020.0,0,110.0,2,2,4,8,45,1.0071974522292995
1,408,3990,3,2005.0,243485,140.0,2,2,4,33,45,-59.98796992481203
1,40,16990,3,2017.0,124775,120.0,2,2,4,37,29,-6.33678634490877
3,238,16970,3,2014.0,85098,109.0,2,3,3,31,45,-4.007837360047142
1,507,26000,4,2018.0,48000,300.0,2,3,4,6,7,-0.8344615384615385
1,407,5500,3,2006.0,146000,105.0,2,2,4,6,26,-25.52581818181818
1,169,21300,5,2019.0,17239,122.0,2,3,4,30,29,0.19657276995305165
1,886,3900,3,2006.0,117057,92.0,2,2,4,18,16,-28.99025641025641
1,484,8500,3,2009.0,172000,136.0,2,2,4,6,15,-19.218941176470587
1,138,18200,4,2020.0,5,110.0,2,2,3,28,34,1.0059340659340659
1,282,9990,4,2018.0,69000,100.0,2,2,3,9,45,-5.896596596596597
1,407,17987,3,2019.0,21784,115.0,2,2,4,16,45,-0.20453660977372548
1,760,14999,3,2017.0,169273,115.0,2,2,3,24,29,-10.277751850123341
1,798,9990,3,2008.0,213000,170.0,2,2,4,12,29,-20.304004004004003
1,561,19800,3,2015.0,211000,140.0,2,2,4,29,4,-9.649343434343434
2,696,45900,6,2019.0,8100,390.0,2,3,3,54,47,0.8321350762527233
1,216,26000,4,2019.0,22500,218.0,2,3,4,48,47,0.14315384615384616
1,138,5200,3,2013.0,98000,110.0,2,2,4,4,25,-17.824423076923075
1,633,2500,4,2010.0,110000,65.0,1,2,2,11,7,-42.9728
1,798,28600,3,2017.0,41239,190.0,2,3,3,12,39,-0.4351398601398601
2,828,14990,3,2017.0,89125,150.0,2,3,4,12,29,-4.935290193462309
4,521,50500,4,2015.0,65000,400.0,2,3,2,51,47,-0.2790693069306931
3,239,35900,5,2020.0,7300,184.0,2,3,4,14,29,0.801949860724234
1,236,17000,4,2017.0,80000,182.0,2,3,4,7,29,-3.6949411764705884
1,798,23990,3,2017.0,88000,150.0,2,2,3,19,3,-2.661817423926636
1,149,7900,4,2014.0,88000,125.0,2,2,4,27,29,-10.123037974683545
1,179,1900,3,2008.0,243000,90.0,2,2,4,4,27,-126.8457894736842
1,407,11710,3,2015.0,81352,105.0,2,2,4,16,29,-5.93800170794193
1,616,7900,3,2017.0,130000,90.0,2,2,3,9,29,-15.443924050632912
1,278,20500,5,2019.0,3100,122.0,2,3,4,17,3,0.8549268292682927
1,407,4999,3,2003.0,115000,130.0,2,2,4,11,16,-21.977995599119826
1,805,16400,3,2016.0,148000,110.0,2,2,3,22,39,-8.0175
4,789,164999,5,2020.0,6000,680.0,2,3,4,40,45,0.9677998048473021
1,139,28500,4,2020.0,1,150.0,2,3,3,8,47,1.0053684210526317
1,139,17900,3,2018.0,75000,115.0,2,2,3,33,45,-3.1833519553072627
1,414,5990,3,2008.0,142015,110.0,2,3,4,19,45,-22.68964941569282
2,868,30700,3,2014.0,86576,218.0,2,3,2,33,29,-1.8128013029315961
1,174,9650,4,2018.0,5754,82.0,2,2,2,37,32,0.41253886010362695
1,155,35990,4,2017.0,28600,220.0,3,3,2,49,29,0.21155876632397888
1,47,16900,3,2020.0,356,130.0,2,2,4,31,7,0.9868047337278106
1,553,4500,3,2008.0,160000,140.0,2,2,2,14,29,-34.52377777777778
1,323,8750,3,2018.0,81517,95.0,1,2,3,8,19,-8.305028571428572
1,369,5500,3,2009.0,258752,90.0,2,2,2,22,5,-46.02890909090909
3,250,36400,3,2016.0,94558,204.0,2,3,4,35,25,-1.591978021978022
2,732,14990,3,2018.0,93000,116.0,2,2,4,33,25,-5.196130753835891
1,566,19990,3,2019.0,26000,115.0,2,3,4,18,29,-0.29469734867433717
1,688,28355,3,2019.0,7158,150.0,2,3,4,3,29,0.7529888908481749
1,808,23940,3,2018.0,60980,170.0,2,2,3,19,45,-1.5399749373433584
2,643,40000,3,2016.0,95000,272.0,2,3,4,39,29,-1.368075
1,76,11900,3,2017.0,89000,120.0,2,2,4,52,29,-6.4686554621848735
1,288,28600,4,2018.0,2300,136.0,2,3,4,20,50,0.9244755244755245
1,414,11900,3,2014.0,139968,115.0,2,3,4,17,32,-10.75201680672269
1,70,8485,4,2017.0,29995,69.0,1,2,3,22,42,-2.526576311137301
2,308,19700,5,2017.0,55802,200.0,2,3,4,24,24,-1.8221827411167513
2,732,26990,3,2020.0,10,150.0,2,2,4,4,7,1.0053353093738422
1,157,9500,3,2016.0,139000,75.0,1,2,3,33,45,-13.623368421052632
2,868,48990,3,2018.0,19990,258.0,2,3,3,48,29,0.5973259848948765
1,175,14900,4,2019.0,10000,82.0,2,2,4,11,2,0.3345637583892617
1,507,23900,4,2020.0,1000,150.0,2,2,4,19,17,0.964560669456067
1,551,11895,4,2015.0,83767,140.0,2,2,4,10,39,-6.030180748213535
1,407,2100,3,2002.0,200000,90.0,2,2,4,18,5,-94.19380952380952
3,762,22500,3,2019.0,44000,114.0,2,2,3,11,16,-0.9502666666666667
2,734,24990,3,2014.0,99000,184.0,3,2,4,51,29,-2.95406162464986
4,95,79900,4,2013.0,24000,350.0,3,3,2,23,7,0.7040926157697122
1,586,11490,3,2015.0,110000,105.0,2,2,4,17,47,-8.56414273281114
1,854,16900,3,2018.0,69000,125.0,2,2,4,11,25,-3.075266272189349
2,737,63198,4,2015.0,125323,450.0,2,3,4,49,45,-0.9758220196841673
3,237,5200,3,2009.0,189000,109.0,2,2,2,10,49,-35.324230769230766
3,877,22890,3,2017.0,74500,163.0,2,3,4,45,32,-2.247313237221494
1,430,17900,3,2018.0,41000,120.0,2,2,2,8,39,-1.283631284916201
3,353,32900,3,2016.0,71000,180.0,2,3,3,30,45,-1.152401215805471
2,735,7600,3,2005.0,208000,218.0,2,3,2,11,29,-26.33907894736842
2,868,48000,3,2015.0,102000,313.0,2,1,2,20,7,-1.1184166666666666
1,603,12600,3,2014.0,137274,140.0,2,3,4,37,39,-9.883333333333333
1,360,12990,4,2020.0,20,95.0,2,2,2,12,36,1.0060046189376444
1,437,16500,3,2017.0,56347,120.0,2,2,4,10,7,-2.4075151515151516
1,204,18600,3,2016.0,79000,150.0,2,2,3,14,24,-3.2390860215053765
3,245,4900,3,2003.0,275000,150.0,2,3,4,8,15,-55.09061224489796
1,922,11590,4,2019.0,13090,75.0,2,2,4,29,23,-0.12269197584124245
1,646,13990,3,2016.0,112000,110.0,2,2,4,34,29,-6.997641172265904
1,363,2600,4,2004.0,170000,80.0,1,2,4,3,0,-64.35269230769231
1,616,7450,3,2013.0,158000,90.0,2,2,4,25,29,-20.195570469798657
2,100,19995,4,2019.0,19750,116.0,2,2,4,13,25,0.01825456364091023
2,733,22000,3,2016.0,84750,190.0,2,3,4,10,29,-2.8434090909090908
2,104,14990,3,2014.0,140000,150.0,2,3,2,36,29,-8.329219479653101
2,593,23500,4,2016.0,73000,175.0,2,3,4,34,29,-2.098723404255319
3,238,7490,3,2009.0,160000,109.0,2,3,4,10,25,-20.346461949265688
1,349,14900,3,2013.0,95000,170.0,2,2,4,17,7,-5.364228187919463
1,616,12990,4,2017.0,52266,90.0,2,2,4,19,41,-3.0163972286374134
1,449,11490,4,2019.0,12691,80.0,2,2,2,24,29,-0.09730200174064405
1,813,4200,3,2006.0,158000,85.0,2,2,3,5,17,-36.59809523809524
1,926,19444,4,2019.0,20,135.0,2,2,4,37,29,1.006068710141946
2,729,14500,3,2014.0,107000,116.0,2,2,3,8,18,-6.3710344827586205
1,173,1400,4,2006.0,199000,61.0,1,2,4,5,6,-141.09714285714287
1,363,10890,4,2016.0,28519,100.0,2,2,2,1,7,-1.609366391184573
2,734,63999,4,2018.0,2000,431.0,3,3,4,0,3,0.9755621181580962
1,566,7700,4,2014.0,115950,115.0,1,2,2,28,29,-14.043116883116884
1,538,17500,3,2018.0,34595,105.0,2,2,4,27,29,-0.9706857142857143
1,179,2500,4,2005.0,2005000,110.0,2,2,3,5,27,-800.9548
1,280,3200,3,2006.0,230000,136.0,2,2,4,6,29,-70.8315625
1,407,8000,4,1990.0,137000,112.0,1,2,2,5,7,-16.110625
1,407,14950,3,2014.0,169000,184.0,1,2,3,6,20,-10.291839464882942
1,407,6500,3,2010.0,197000,105.0,2,2,4,5,33,-29.291076923076922
1,495,28800,3,2014.0,179000,190.0,2,2,3,8,16,-5.208576388888889
3,234,8500,3,2016.0,90500,75.0,1,2,3,10,29,-9.637647058823529
2,636,25299,3,2017.0,54711,190.0,2,3,4,11,39,-1.1548677813352306
1,517,8990,4,2009.0,147000,175.0,1,2,4,10,7,-15.331701890989988
1,414,9500,3,2014.0,158000,112.0,2,3,4,5,5,-15.619368421052632
1,603,4990,3,2006.0,218000,140.0,2,2,4,10,41,-42.658717434869736
1,449,1100,4,1999.0,169000,60.0,1,2,4,0,7,-152.57909090909092
3,256,4500,4,2001.0,270000,224.0,2,3,2,9,46,-58.94888888888889
1,449,13600,4,2020.0,1,80.0,2,2,3,6,47,1.006029411764706
1,327,14900,1,2020.0,8,100.0,2,2,4,22,49,1.0063758389261745
1,814,10200,3,2015.0,48000,95.0,2,2,3,11,27,-3.6962745098039216
2,104,20800,3,2018.0,126000,150.0,2,3,2,15,12,-5.0502403846153845
1,856,2200,3,2004.0,250000,150.0,2,3,4,10,49,-112.56636363636363
3,675,71900,3,2020.0,25,240.0,2,3,4,10,29,1.0030737134909598
1,369,9999,3,2016.0,79000,120.0,2,2,4,27,32,-6.888488848884888
1,646,14900,4,2015.0,120000,115.0,2,3,3,8,2,-7.045704697986578
1,517,22000,3,2018.0,17000,116.0,3,2,4,11,32,0.23268181818181818
2,665,69900,4,2014.0,75000,560.0,2,3,3,21,4,-0.06487839771101574
2,729,19900,3,2018.0,25000,150.0,1,2,3,3,36,-0.2485427135678392
1,777,18900,4,2020.0,4900,95.0,2,2,3,18,50,0.7459259259259259
2,103,6000,4,2012.0,1200,105.0,2,2,2,0,7,0.8181666666666667
1,566,1650,3,2007.0,207000,85.0,2,2,4,9,39,-124.40121212121213
3,380,25300,4,2019.0,39000,122.0,2,3,4,18,7,-0.5364426877470355
2,733,3500,4,2002.0,270000,192.0,2,3,4,11,45,-76.08657142857143
1,449,16650,3,2018.0,32143,115.0,2,2,4,28,2,-0.9234234234234234
3,673,25000,3,2015.0,101000,150.0,2,3,3,45,36,-3.03376
2,103,3999,4,2003.0,160000,102.0,2,2,4,10,16,-38.983495873968494
1,142,11990,3,2016.0,59990,112.0,2,2,4,15,29,-3.993744787322769
1,174,14100,4,2021.0,0,83.0,2,2,4,11,9,1.0060992907801418
1,267,2990,4,2008.0,220000,95.0,2,2,4,21,47,-72.54581939799331
2,868,29500,3,2012.0,105000,306.0,2,3,2,32,37,-2.5487796610169493
1,580,21900,5,2019.0,15000,141.0,2,3,3,22,39,0.321689497716895
2,692,13800,4,2006.0,127747,344.0,2,2,4,34,45,-8.231811594202899
2,100,23290,4,2018.0,7069,116.0,2,2,4,9,15,0.7016316015457278
1,369,9990,4,2016.0,88217,125.0,2,2,4,34,39,-7.817717717717717
1,719,13990,4,2011.0,116000,210.0,1,3,4,25,49,-7.276340243030736
1,805,16400,3,2018.0,65900,115.0,2,2,4,23,45,-3.01109756097561
1,529,23950,3,2020.0,1,145.0,3,2,3,9,36,1.0061377870563675
2,735,23990,3,2012.0,162829,381.0,2,3,4,40,29,-5.771279699874948
1,174,13500,4,2019.0,12547,82.0,2,2,2,17,21,0.0768888888888889
2,729,9490,3,2013.0,215000,143.0,1,2,2,31,45,-21.639936775553213
1,906,16985,3,2018.0,46661,136.0,2,2,4,50,29,-1.7390050044156609
3,256,30900,3,2013.0,221000,258.0,2,3,4,13,16,-6.1435598705501615
3,237,16350,3,2013.0,125000,136.0,2,3,4,11,1,-6.636574923547401
1,787,17490,3,2018.0,188487,160.0,2,3,4,36,39,-9.767467124070897
3,853,32500,3,2018.0,47500,136.0,2,3,4,10,42,-0.45716923076923077
1,760,19500,4,2019.0,7000,132.0,2,2,2,5,4,0.647948717948718
1,327,8990,3,2014.0,119500,109.0,2,2,3,29,47,-12.280088987764183
2,730,21990,3,2016.0,85000,150.0,3,3,4,35,29,-2.858344702137335
1,633,5350,4,2015.0,63000,69.0,2,2,2,7,32,-10.762242990654206
3,249,38900,3,2016.0,71000,204.0,2,3,4,40,33,-0.8197943444730077
1,28,13990,4,2018.0,28300,110.0,2,2,4,41,29,-1.014796283059328
1,683,5990,3,2008.0,207000,165.0,2,2,4,13,29,-33.52954924874791
1,196,8900,3,2008.0,159900,140.0,2,2,2,34,45,-16.950224719101122
1,45,2200,3,2007.0,189000,110.0,2,2,2,8,37,-84.85772727272727
2,640,17500,3,2010.0,149000,170.0,2,2,3,43,46,-7.504342857142857
1,144,9600,4,2013.0,114900,147.0,2,2,4,40,29,-10.953125
1,263,9990,4,2018.0,60000,75.0,2,2,2,28,7,-4.998198198198198
1,484,16950,4,2018.0,49000,150.0,2,2,4,30,29,-1.8818289085545723
2,309,38899,4,2020.0,4,180.0,2,3,4,38,50,1.004653075914548
1,856,3500,3,2006.0,149999,143.0,2,2,2,19,7,-41.81514285714286
1,646,10690,3,2014.0,127685,130.0,2,2,2,43,7,-10.931898971000935
1,169,19300,5,2017.0,55000,122.0,2,3,4,7,46,-1.8432124352331607
1,55,20999,4,2012.0,74000,328.0,1,2,4,14,29,-2.508214676889376
1,7,11200,4,2020.0,3075,72.0,2,2,3,9,6,0.7321428571428571
1,682,4800,3,2004.0,221000,165.0,2,2,4,6,14,-45.00666666666667
3,879,2800,4,1989.0,246000,220.0,2,3,4,26,29,-86.77642857142857
2,107,31400,3,2017.0,67809,150.0,2,3,2,19,37,-1.1545859872611466
1,138,18490,4,2020.0,10,110.0,2,2,3,22,9,1.0055705786911844
1,47,11200,3,2017.0,67000,120.0,2,3,3,6,45,-4.971071428571428
1,437,18500,4,2017.0,36516,130.0,2,2,4,14,6,-0.9666486486486486
2,868,34999,3,2015.0,116000,258.0,2,3,2,16,29,-2.3068659104545843
4,83,57500,4,2018.0,19980,300.0,1,3,4,37,2,0.6578608695652174
1,449,4399,3,2012.0,199000,105.0,2,2,4,12,45,-44.21300295521709
3,248,22900,3,2015.0,86000,136.0,2,3,4,40,29,-2.7492576419213974
2,104,4500,3,2001.0,185353,130.0,2,2,4,13,49,-40.15977777777778
1,185,2500,4,2005.0,159000,143.0,2,2,4,9,25,-62.5416
