Marca,Modelo,Precio,Tipo_Combustible,Año,kms,CV,N_Puertas,Tipo_Cambio,color,N_Fotos,Provincia,TDG
1,457,17990,4,2018.0,23000,218.0,2,2,2,19,25,-0.2662034463590884
1,429,6500,4,2006.0,132338,165.0,2,3,2,7,7,-19.333692307692306
1,363,9970,4,2017.0,62425,82.0,2,2,2,37,45,-5.252758274824473
1,181,10500,3,2014.0,68000,92.0,2,3,3,8,4,-5.467047619047619
1,185,5500,3,2014.0,240000,140.0,2,2,2,14,7,-42.61036363636364
2,736,14500,3,2008.0,165000,286.0,3,3,2,8,45,-10.359241379310344
1,646,24500,4,2020.0,1,140.0,2,2,2,32,31,1.0057959183673468
1,484,20500,3,2018.0,23000,150.0,2,2,4,5,29,-0.11448780487804879
1,849,16900,4,2016.0,52932,147.0,2,3,3,27,0,-2.1231360946745563
1,197,8900,5,2011.0,140000,124.0,1,2,2,12,7,-14.716067415730338
1,360,9500,4,2018.0,47700,95.0,2,2,4,44,51,-4.010736842105263
1,433,15900,3,2017.0,155000,136.0,2,2,3,19,41,-8.739685534591194
1,142,10900,5,2016.0,132000,136.0,2,3,3,8,5,-11.097247706422019
2,864,25950,3,2018.0,33000,150.0,2,3,4,54,7,-0.2657032755298651
2,831,18500,6,2015.0,153641,285.0,2,3,3,35,29,-7.289243243243243
1,360,9990,4,2018.0,35100,75.0,2,2,3,14,22,-2.5057057057057057
4,226,29900,3,2012.0,163000,245.0,2,3,4,16,47,-4.443076923076923
1,369,3500,3,2005.0,249326,109.0,2,3,4,21,32,-70.20371428571428
1,369,3100,3,2007.0,250000,115.0,2,2,4,11,12,-79.60709677419355
1,136,37990,3,2020.0,0,150.0,2,2,4,20,23,1.0040273756251645
1,363,7950,4,2017.0,73148,82.0,2,2,4,21,29,-8.190314465408806
1,805,13499,3,2016.0,160000,110.0,2,2,2,9,39,-10.844358841395659
1,457,9900,4,2011.0,99000,117.0,2,2,3,6,29,-8.987878787878788
3,743,37900,4,2014.0,74600,385.0,1,3,2,32,28,-0.9580211081794195
2,104,31900,3,2018.0,12342,150.0,2,2,4,20,8,0.6179310344827587
1,423,13250,3,2016.0,70000,110.0,2,3,4,50,29,-4.274415094339623
1,714,23490,3,2017.0,55262,150.0,2,2,4,1,39,-1.346062154108131
1,369,22900,4,2020.0,0,125.0,2,2,4,5,45,1.005589519650655
1,174,14300,3,2019.0,100,99.0,2,2,4,19,36,1.0001398601398601
1,925,11795,4,2018.0,45000,120.0,2,2,4,48,2,-2.8047477744807123
1,407,12790,3,2017.0,81230,110.0,2,2,4,22,29,-5.342220484753714
4,226,10500,4,2006.0,210000,340.0,2,3,2,7,27,-18.96695238095238
1,220,12500,3,2016.0,83570,90.0,2,2,4,14,17,-5.67816
3,853,14555,3,2016.0,68000,88.0,2,2,3,28,13,-3.66554448643078
1,472,10600,3,2017.0,79037,75.0,2,2,3,7,6,-6.448962264150944
2,103,17100,3,2016.0,68699,150.0,2,2,4,29,7,-3.0084795321637428
1,517,8490,4,2012.0,101602,122.0,3,2,4,32,7,-10.952532391048292
2,104,29990,3,2017.0,82000,190.0,2,3,2,24,4,-1.7277425808602869
1,475,19900,5,2019.0,639,60.0,2,3,3,30,20,0.9711055276381909
1,117,8450,4,2009.0,98000,156.0,2,2,4,9,9,-10.578816568047337
2,108,18500,3,2014.0,114000,204.0,2,3,2,21,7,-5.1508648648648645
3,248,21900,3,2014.0,150000,170.0,2,3,3,11,10,-5.8412785388127855
2,837,43900,3,2020.0,5,190.0,2,3,2,9,29,1.0043280182232346
3,250,34500,3,2017.0,140000,204.0,2,3,3,24,29,-3.0518840579710145
1,925,9300,3,2013.0,86995,110.0,2,2,4,31,2,-8.342150537634408
1,540,1800,3,2007.0,364000,143.0,2,2,2,9,7,-201.14111111111112
1,507,10950,3,2018.0,92567,115.0,2,2,4,12,29,-7.44283105022831
1,282,5900,4,2011.0,83952,100.0,1,2,4,35,29,-13.211694915254236
1,214,42000,3,2016.0,162000,150.0,2,2,3,33,4,-2.8535
1,335,18490,4,2019.0,29990,163.0,2,2,4,40,47,-0.6129799891833424
2,731,17490,3,2015.0,76190,190.0,2,3,4,54,29,-3.34505431675243
1,760,22790,3,2019.0,22500,115.0,2,2,4,6,31,0.01790258885476086
3,321,27900,3,2017.0,81000,150.0,2,3,4,12,29,-1.8976344086021506
1,47,22099,4,2017.0,37838,270.0,2,2,3,32,39,-0.6998506719761075
2,866,12400,3,2011.0,240350,184.0,2,2,4,36,39,-18.36790322580645
2,734,36900,3,2016.0,57000,224.0,3,3,3,42,7,-0.538509485094851
2,864,11990,3,2012.0,144000,116.0,2,2,3,20,25,-11.0
1,903,13000,5,2018.0,12500,92.0,2,3,3,12,50,0.04584615384615385
1,70,9650,4,2018.0,20269,69.0,1,3,4,20,32,-1.0928497409326425
1,132,8500,3,2009.0,117398,150.0,2,2,4,31,7,-12.793529411764705
1,407,14500,4,2018.0,32000,110.0,2,2,4,25,7,-1.199103448275862
1,449,11290,4,2019.0,21626,80.0,2,2,4,25,29,-0.9081488042515501
1,566,8900,3,2013.0,118218,110.0,2,3,2,8,32,-12.270112359550561
1,646,18495,4,2020.0,31494,115.0,2,2,3,54,2,-0.6964585022979184
1,616,10700,3,2012.0,55000,90.0,2,2,4,35,36,-4.131495327102804
1,463,11500,3,2015.0,70000,128.0,2,2,3,11,25,-5.075565217391304
2,104,19350,3,2016.0,95000,150.0,2,3,4,29,39,-3.9015503875968993
2,103,4900,3,2005.0,260000,105.0,2,2,4,7,34,-52.038979591836735
1,144,2999,3,2001.0,190000,110.0,2,2,4,10,47,-62.31677225741914
1,757,4990,4,2011.0,33000,68.0,2,2,4,54,7,-5.598997995991984
1,449,4900,4,2010.0,185000,85.0,2,2,2,21,7,-36.73714285714286
1,203,31200,4,2020.0,200,122.0,2,3,4,21,47,0.9976282051282052
1,542,8700,1,2014.0,97524,120.0,2,2,3,1,29,-10.19551724137931
1,713,3500,3,2013.0,145176,75.0,2,2,4,4,25,-40.45657142857143
1,676,7700,3,2003.0,164000,109.0,2,2,4,25,41,-20.284155844155844
2,733,10300,3,2009.0,145000,143.0,2,2,3,10,2,-13.063398058252428
1,71,28480,3,2017.0,89990,180.0,2,3,3,41,47,-2.153300561797753
1,47,11390,4,2016.0,101225,130.0,2,2,4,23,8,-7.87550482879719
3,245,5500,3,2004.0,240500,177.0,2,3,4,22,31,-42.694
2,640,64990,4,2018.0,19950,354.0,2,3,3,41,39,0.6985536236344053
1,783,17490,3,2016.0,76500,115.0,2,2,4,31,39,-3.3671812464265294
1,21,11900,3,2016.0,44727,100.0,2,2,4,31,47,-2.7499159663865544
3,675,46900,3,2018.0,52850,180.0,2,3,4,24,31,-0.1228997867803838
1,282,6990,3,2017.0,50123,75.0,2,2,4,17,29,-6.159513590844063
3,850,17990,3,2011.0,243000,163.0,2,3,4,39,20,-12.49811006114508
1,72,15290,5,2020.0,300,70.0,3,2,4,7,29,0.9851536952256377
2,733,12500,3,2015.0,153000,116.0,2,2,4,10,15,-11.2304
1,449,11400,4,2019.0,35272,80.0,2,2,4,30,31,-2.0867543859649125
2,107,13995,3,2010.0,199000,143.0,2,3,4,13,38,-13.208788853161844
1,21,25800,3,2020.0,0,100.0,2,2,4,12,32,1.0039922480620156
1,760,4950,3,2005.0,170000,112.0,2,2,4,6,2,-33.32020202020202
1,407,26990,4,2014.0,100000,300.0,2,3,4,18,7,-2.693812523156725
2,733,11200,3,2009.0,170000,177.0,3,3,3,5,49,-14.16232142857143
1,185,6250,3,2009.0,165000,140.0,2,2,4,12,18,-25.37712
1,451,16585,5,2020.0,0,90.0,2,2,4,13,29,1.005607476635514
2,104,11500,3,2012.0,160000,143.0,2,3,2,11,49,-12.900173913043478
1,886,2000,3,2008.0,258514,110.0,2,2,4,5,29,-128.2005
2,103,25100,4,2019.0,35000,150.0,2,2,4,13,29,-0.3882868525896414
1,407,3850,3,2006.0,215215,140.0,1,2,2,10,23,-54.862857142857145
2,103,2900,3,2004.0,337000,105.0,1,2,4,10,17,-115.16931034482758
1,566,8950,3,2014.0,109000,110.0,2,3,3,16,18,-11.166033519553073
1,561,14999,3,2007.0,252000,174.0,2,2,2,34,32,-15.78931928795253
1,616,12900,4,2019.0,51000,95.0,2,2,3,25,41,-2.945891472868217
1,722,3950,3,2008.0,170000,130.0,2,2,4,9,8,-42.00430379746835
1,112,7250,3,2010.0,59298,105.0,2,2,4,28,32,-7.164137931034483
1,755,12490,4,2019.0,25000,95.0,2,2,4,14,7,-0.9937550040032026
1,603,10900,3,2012.0,143352,140.0,2,2,4,18,29,-12.138440366972477
1,688,7200,3,2010.0,156012,125.0,2,2,4,18,31,-20.650555555555556
1,553,5995,3,2008.0,145000,130.0,2,3,2,31,29,-23.164470391993326
1,282,10900,4,2018.0,20000,90.0,1,2,3,31,45,-0.8263302752293578
1,760,22099,4,2017.0,55657,177.0,2,2,2,37,29,-1.5103850852979772
1,138,2000,4,2002.0,300000,147.0,3,2,2,0,18,-148.925
3,239,10900,3,2008.0,120000,136.0,2,2,4,7,24,-9.996238532110091
1,269,16900,3,2019.0,8500,100.0,2,2,3,15,45,0.5031360946745562
1,566,13900,3,2016.0,91000,110.0,2,2,3,45,13,-5.5386330935251795
3,239,36900,3,2020.0,3333,160.0,2,2,4,18,16,0.9141463414634147
1,376,19500,3,2019.0,450,154.0,2,2,3,21,39,0.9849743589743589
2,781,32000,4,2012.0,130000,340.0,1,3,4,7,37,-3.05171875
3,241,24500,3,2017.0,29000,136.0,2,3,4,8,47,-0.17787755102040817
2,108,73900,4,2016.0,84000,605.0,2,3,4,54,36,-0.1284167794316644
1,76,13490,3,2016.0,62000,150.0,2,2,4,22,29,-3.584655300222387
1,403,29900,3,2019.0,10023,160.0,2,2,3,13,6,0.6702341137123746
1,214,9000,3,1992.0,410000,78.0,2,2,4,8,25,-44.54655555555556
2,733,8900,3,2008.0,222400,177.0,3,2,4,22,10,-23.968426966292135
1,540,15950,3,2017.0,77000,150.0,2,2,4,31,45,-3.8179937304075233
1,760,8990,3,2013.0,178000,115.0,2,2,3,11,0,-18.786651835372638
1,586,21800,4,2019.0,30,150.0,2,2,4,21,45,1.0056422018348623
2,199,14900,5,2016.0,149000,136.0,2,3,3,41,29,-8.990536912751677
1,327,10490,4,2014.0,64000,125.0,2,2,2,32,29,-5.08884652049571
1,517,6500,3,2007.0,184000,110.0,1,2,4,11,32,-27.290307692307692
1,138,7450,3,2017.0,139000,110.0,2,2,4,30,29,-17.64255033557047
2,871,33500,4,2021.0,10,163.0,2,2,4,25,33,1.0046865671641791
2,729,27800,3,2018.0,17000,190.0,2,3,4,4,32,0.39550359712230215
1,132,11490,3,2013.0,110991,163.0,2,2,3,17,2,-8.645343777197564
3,319,51500,3,2017.0,30490,258.0,2,3,4,52,1,0.4130873786407767
2,575,30900,5,2018.0,59000,197.0,2,3,4,10,29,-0.9028478964401294
1,616,2500,3,2004.0,120000,75.0,2,2,4,17,45,-46.9688
2,697,35990,4,2012.0,145000,420.0,2,3,4,29,7,-3.0170880800222286
1,616,8900,4,2018.0,49000,95.0,2,2,4,30,25,-4.494606741573033
1,576,19499,3,2018.0,9600,160.0,2,2,3,6,31,0.5160264628955331
2,733,21100,3,2016.0,72428,190.0,2,2,4,29,7,-2.4234123222748813
2,107,33190,3,2017.0,74150,190.0,3,3,3,18,29,-1.2282313949984935
1,633,4990,3,2010.0,126462,75.0,2,2,3,10,47,-24.32745490981964
3,762,15310,3,2014.0,177236,163.0,2,2,3,6,27,-10.56551273677335
1,646,14800,3,2017.0,60493,110.0,2,2,4,28,7,-3.07972972972973
3,237,30900,3,2019.0,20800,116.0,2,2,4,11,33,0.3307766990291262
1,646,13899,4,2015.0,69670,163.0,2,2,3,37,29,-4.000647528599179
1,369,9500,4,2016.0,165000,125.0,2,3,4,33,47,-16.35484210526316
1,148,9100,4,2018.0,47000,72.0,2,2,3,8,29,-4.156593406593407
1,543,5900,4,2010.0,148000,105.0,1,2,3,15,51,-24.066440677966103
2,694,17900,4,2007.0,167000,354.0,3,2,4,14,29,-8.309608938547486
1,486,18300,3,2018.0,98000,154.0,2,2,3,14,8,-4.346612021857924
2,272,31900,4,2021.0,1,130.0,2,2,3,21,46,1.0041692789968653
1,407,2800,4,1986.0,217000,75.0,3,2,4,6,6,-76.47214285714286
1,798,22900,3,2017.0,52260,150.0,2,3,3,10,39,-1.2753711790393014
1,47,4900,4,2007.0,41500,120.0,2,1,4,11,29,-7.444489795918368
1,121,4500,4,2009.0,98000,65.0,2,2,4,18,32,-20.762666666666668
1,263,8700,3,2018.0,81400,75.0,2,2,4,4,36,-8.347356321839081
1,70,10600,4,2019.0,20040,69.0,1,2,4,13,32,-0.8837735849056604
1,182,6500,3,2014.0,252000,92.0,2,2,3,12,44,-37.754615384615384
3,241,24490,3,2015.0,123000,177.0,2,3,4,21,47,-4.014985708452429
1,925,4990,3,2013.0,215000,90.0,2,2,3,5,29,-42.06753507014028
1,282,9990,4,2018.0,27263,90.0,2,3,4,49,12,-1.7196196196196196
2,643,41500,3,2017.0,99900,272.0,2,3,4,4,29,-1.4005542168674698
3,234,8499,3,2017.0,188182,95.0,2,2,3,15,5,-21.129897635015883
3,238,30500,3,2019.0,11095,150.0,2,3,4,16,7,0.641344262295082
1,449,12990,4,2016.0,22170,110.0,2,2,4,16,36,-0.6979984603541185
1,363,9400,4,2017.0,41610,82.0,2,2,4,11,44,-3.4175531914893615
1,363,3700,3,2010.0,244441,90.0,2,2,3,5,49,-65.04
1,464,6199,4,2014.0,50987,69.0,1,2,2,22,7,-7.213421519599936
2,731,14595,3,2016.0,88622,116.0,2,2,4,14,32,-5.063857485440219
1,566,799,4,1997.0,178497,90.0,2,2,4,8,28,-222.28410513141426
3,261,34000,3,2016.0,82000,163.0,2,3,2,9,17,-1.4067941176470589
1,181,9990,3,2014.0,131364,100.0,2,2,4,1,29,-12.13923923923924
1,85,1600,3,2002.0,250000,116.0,2,2,4,10,37,-155.175625
1,875,22200,4,2020.0,0,140.0,2,2,4,16,47,1.0064414414414415
1,142,13600,5,2016.0,68000,136.0,2,3,4,11,7,-3.989705882352941
1,363,7500,4,2014.0,89869,82.0,2,2,4,7,18,-10.9712
3,299,22500,3,2018.0,47731,164.0,2,2,4,25,47,-1.1138666666666666
1,517,17950,4,2015.0,35000,192.0,1,2,4,12,2,-0.9389972144846797
4,95,139999,4,2016.0,82000,540.0,3,3,3,34,29,0.4181887013478668
2,735,22900,3,2016.0,123800,190.0,2,3,4,54,29,-4.397598253275109
1,626,3750,3,2008.0,200000,115.0,1,2,4,13,29,-52.30186666666667
1,773,13990,3,2018.0,135513,150.0,2,3,2,35,45,-8.67541100786276
1,493,6750,3,2010.0,160000,150.0,2,2,2,19,45,-22.681037037037036
1,905,15350,4,2019.0,23000,100.0,2,2,4,17,37,-0.4916612377850163
2,103,5500,4,2007.0,200000,160.0,1,3,2,23,29,-35.333636363636366
1,138,1200,3,2003.0,213538,100.0,1,2,2,3,7,-176.8625
2,640,64990,4,2018.0,19950,354.0,2,3,3,41,32,0.6985536236344053
1,686,22900,3,2017.0,28000,178.0,2,2,3,9,45,-0.21480349344978167
1,646,21450,4,2019.0,11783,140.0,2,2,4,24,45,0.45734265734265733
1,3,3500,4,2009.0,130000,110.0,1,2,4,2,29,-36.110571428571426
1,566,1500,3,2006.0,310000,130.0,2,2,2,9,36,-205.578
1,170,7200,3,2011.0,183000,140.0,2,3,2,14,2,-24.39666666666667
2,417,17990,3,2014.0,80000,250.0,2,3,4,12,15,-3.432740411339633
3,239,3850,3,2003.0,280000,170.0,2,3,4,11,41,-71.68155844155844
1,326,25773,3,2020.0,10,160.0,2,2,3,12,10,1.005936445116983
1,553,14999,3,2015.0,61000,150.0,2,3,4,28,29,-3.056670444696313
1,719,12500,3,2011.0,120000,140.0,1,3,3,8,5,-8.58848
2,729,12000,3,2013.0,60000,116.0,2,2,4,0,3,-3.99
1,604,9990,3,2011.0,175000,140.0,2,2,4,24,47,-16.503203203203203
1,297,9000,3,2012.0,68000,163.0,2,2,3,17,7,-6.537111111111111
1,413,10900,3,2016.0,183000,120.0,2,2,2,15,28,-15.77770642201835
2,104,18700,3,2016.0,40000,150.0,2,2,4,9,7,-1.1308021390374332
2,864,25500,3,2016.0,49000,190.0,2,3,4,29,0,-0.913921568627451
1,120,7890,4,2017.0,68972,87.0,1,2,4,37,29,-7.730291508238277
1,889,2500,4,2003.0,69000,68.0,2,2,4,15,16,-26.5716
3,237,1600,4,1999.0,385000,102.0,2,2,4,5,29,-239.558125
2,108,10800,3,2010.0,157000,170.0,2,2,4,18,43,-13.520925925925926
2,729,12500,3,2013.0,77000,143.0,1,2,3,14,7,-5.14824
1,616,7500,3,2010.0,67000,105.0,2,2,4,26,32,-7.918933333333333
1,167,5490,3,2009.0,280000,156.0,2,2,4,9,7,-49.97285974499089
1,507,6990,3,2005.0,159000,150.0,2,2,4,20,29,-21.72489270386266
1,182,12650,3,2016.0,85000,120.0,2,3,4,29,29,-5.7095652173913045
1,157,12990,3,2019.0,24000,102.0,2,2,4,17,25,-0.8394919168591224
3,234,12990,3,2018.0,44000,90.0,2,2,4,8,42,-2.379907621247113
2,734,17390,3,2015.0,139000,150.0,2,2,2,11,29,-6.984243818286371
1,783,20490,4,2019.0,10000,132.0,2,2,4,29,29,0.5185456320156173
1,599,12990,3,2016.0,35917,95.0,2,2,3,20,7,-1.7574287913779831
1,517,7990,4,2008.0,99000,175.0,1,2,4,4,25,-11.368210262828535
1,778,25500,4,2019.0,11810,150.0,2,2,4,9,7,0.5428627450980392
1,616,1100,3,1999.0,240000,64.0,1,2,3,12,29,-217.1209090909091
1,507,6990,3,2005.0,150000,150.0,2,2,4,21,29,-20.43733905579399
2,864,33500,3,2019.0,12321,150.0,2,3,4,10,47,0.6368358208955224
1,284,31100,5,2021.0,0,136.0,2,3,3,18,47,1.0045016077170419
1,679,22500,5,2018.0,63000,197.0,2,3,4,34,45,-1.7910666666666666
1,905,6900,4,2012.0,54348,105.0,2,2,3,32,49,-6.860869565217391
3,238,18990,3,2017.0,40743,136.0,2,3,4,51,29,-1.138020010531859
3,249,43900,3,2020.0,12000,163.0,2,3,3,11,10,0.7305011389521641
1,517,12990,3,2016.0,85000,95.0,2,2,3,38,29,-5.535950731331794
1,903,25583,5,2020.0,4754,108.0,2,3,4,27,14,0.8185513817769613
1,91,3500,4,2001.0,165000,185.0,2,2,4,10,20,-46.08914285714286
1,474,9000,5,2016.0,12000,60.0,1,3,3,16,17,-0.32622222222222225
2,108,17900,3,2012.0,165500,177.0,2,3,3,8,7,-8.235642458100559
3,248,38900,4,2015.0,51900,360.0,2,3,4,28,36,-0.3247814910025707
1,571,9900,3,2012.0,122000,110.0,2,2,4,3,47,-11.311818181818182
1,449,2200,4,2004.0,153000,75.0,2,2,4,4,29,-68.51
1,403,33300,3,2019.0,1,160.0,2,2,4,27,29,1.0048648648648648
1,457,10200,4,2017.0,60000,115.0,2,2,4,4,42,-4.8707843137254905
1,404,13500,3,2018.0,73000,120.0,2,3,4,10,45,-4.3982222222222225
1,407,7500,3,2010.0,145552,105.0,2,3,4,10,7,-18.3924
3,237,4000,4,2006.0,142000,95.0,1,2,4,6,3,-34.475
1,532,3900,3,2009.0,57000,110.0,2,2,4,9,29,-13.586410256410256
1,70,16240,5,2020.0,1,70.0,1,2,4,23,29,1.0044334975369458
2,108,10990,3,2009.0,148000,240.0,2,3,2,18,7,-12.444494995450409
1,804,6490,4,2005.0,205587,241.0,2,3,2,23,29,-30.63975346687211
2,640,32500,3,2015.0,48605,150.0,2,2,2,6,25,-0.4908
3,245,48254,3,2017.0,16535,194.0,3,3,4,11,29,0.6614788411323413
2,868,34999,3,2016.0,97700,258.0,2,3,4,11,32,-1.783993828395097
1,47,16950,4,2020.0,9311,110.0,2,2,4,23,44,0.45734513274336286
2,924,22500,5,2018.0,55000,170.0,2,3,4,27,29,-1.4366666666666668
1,713,10300,4,2018.0,22000,90.0,2,2,4,16,2,-1.1268932038834951
1,455,10450,3,2016.0,114000,120.0,2,2,4,27,2,-9.897320574162679
4,547,55000,5,2019.0,34757,345.0,2,3,2,6,29,0.37445454545454543
1,72,18490,5,2021.0,1,70.0,3,2,4,27,49,1.0038939967550027
1,616,7900,3,2014.0,85298,75.0,2,2,3,11,29,-9.7873417721519
1,566,17900,4,2020.0,7645,140.0,2,3,4,23,20,0.5809497206703911
1,138,6900,3,2015.0,183500,110.0,2,2,2,27,36,-25.57782608695652
2,732,14900,3,2017.0,88932,116.0,2,2,4,31,25,-4.960536912751678
1,142,14590,5,2016.0,76443,136.0,2,3,3,1,29,-4.229814941740918
3,237,21000,3,2018.0,27700,136.0,2,2,3,6,7,-0.31233333333333335
1,40,13990,4,2016.0,52000,130.0,2,2,4,28,45,-2.707433881343817
3,673,46900,5,2020.0,0,150.0,2,3,4,14,44,1.003326226012793
1,571,14150,3,2017.0,110000,90.0,2,2,3,15,39,-6.7672791519434625
1,544,8990,4,2015.0,79999,80.0,2,3,4,29,7,-7.889321468298109
1,157,5800,3,2016.0,164000,75.0,2,2,3,9,20,-27.26241379310345
2,729,8500,3,2010.0,140000,115.0,2,2,3,6,26,-15.456588235294118
1,443,15800,5,2016.0,90000,141.0,2,3,4,22,43,-4.6870253164556965
1,807,10490,4,2015.0,60700,100.0,2,2,4,19,45,-4.776644423260248
1,427,23900,3,2011.0,71000,163.0,2,3,2,28,7,-1.963723849372385
1,139,21900,4,2019.0,17815,115.0,2,2,4,17,0,0.1919178082191781
1,686,14950,3,2013.0,78700,155.0,2,2,3,50,29,-4.253645484949833
3,384,67204,3,2020.0,9000,272.0,2,3,2,16,45,0.8702160585679424
3,193,84589,4,2020.0,1,422.0,2,3,4,23,29,1.0050479376751114
1,47,18000,3,2017.0,30000,180.0,2,3,4,9,36,-0.6564444444444445
2,729,6600,3,2007.0,230000,177.0,3,2,4,8,29,-33.821060606060605
1,719,23990,4,2017.0,49999,180.0,1,3,3,41,47,-1.0764902042517717
1,282,9000,4,2018.0,82000,90.0,2,2,4,11,16,-8.100777777777777
1,457,8990,3,2015.0,88000,110.0,2,2,3,5,25,-8.776084538375974
1,601,16490,5,2017.0,4895,67.0,2,3,4,23,29,0.7074590661006671
1,749,4000,3,2002.0,190000,140.0,2,2,4,8,1,-46.46425
1,553,14500,3,2016.0,131000,150.0,2,2,4,45,12,-8.023931034482759
1,517,7500,4,2008.0,145000,175.0,1,2,4,9,7,-18.3096
1,148,8900,4,2018.0,22700,72.0,2,2,4,17,29,-1.5421348314606742
1,26,3500,3,2008.0,135000,70.0,1,2,2,9,39,-37.55057142857143
1,263,7400,3,2017.0,102861,75.0,2,2,3,11,5,-12.889594594594595
1,404,9500,3,2015.0,56000,105.0,2,2,3,4,16,-4.883368421052632
2,104,9990,3,2011.0,170000,143.0,2,2,2,6,51,-16.0023023023023
1,202,23766,4,2019.0,13070,150.0,2,3,3,16,45,0.45653454514853153
1,474,6500,3,2015.0,127056,90.0,1,2,3,10,2,-18.53276923076923
1,407,13995,4,2019.0,29700,115.0,2,2,4,24,25,-1.113754912468739
1,626,24910,4,2019.0,1,140.0,2,2,4,12,44,1.0057005218787636
1,73,10850,3,2017.0,88000,120.0,2,2,4,35,39,-7.09926267281106
1,886,2000,3,2007.0,259000,110.0,2,2,2,9,17,-128.4435
1,176,9100,3,2017.0,93000,99.0,2,2,3,6,15,-9.208571428571428
1,179,2990,4,2008.0,130000,110.0,2,2,2,20,47,-42.44046822742475
3,239,33890,3,2020.0,9200,160.0,2,3,4,46,32,0.7334316907642372
1,885,990,4,2001.0,181390,110.0,2,2,4,16,29,-182.1080808080808
1,862,35400,3,2019.0,0,150.0,2,2,2,8,7,1.004322033898305
1,170,16200,3,2018.0,27332,120.0,2,2,4,9,29,-0.6795679012345679
1,801,6490,1,2018.0,100283,120.0,2,2,2,34,7,-14.432973805855163
1,492,2500,4,2006.0,97000,109.0,2,2,4,4,29,-37.7552
3,254,2600,3,2004.0,218000,163.0,2,3,4,7,28,-82.78115384615384
1,646,6500,4,2009.0,270000,140.0,2,3,3,9,41,-40.51630769230769
2,306,14600,3,2016.0,42124,150.0,2,2,4,30,7,-1.8746575342465754
2,736,29499,4,2011.0,109000,407.0,3,3,2,18,31,-2.681073934709651
1,507,17900,4,2019.0,5756,130.0,2,2,4,33,49,0.6858659217877094
1,798,11400,3,2009.0,130000,140.0,2,2,2,9,7,-10.390964912280701
1,76,15500,3,2016.0,106000,150.0,2,2,4,31,5,-5.828838709677419
1,767,11900,3,2017.0,69000,110.0,2,2,4,10,2,-4.788823529411765
1,70,10500,4,2019.0,11415,85.0,1,2,3,20,4,-0.07876190476190476
1,116,1500,4,2000.0,208000,90.0,2,2,3,12,17,-137.60466666666667
2,107,16900,4,2013.0,118900,170.0,2,2,3,22,1,-6.025207100591716
2,104,6900,3,2006.0,160000,130.0,2,3,2,4,27,-22.168840579710146
2,108,44900,3,2016.0,52098,320.0,2,3,4,9,21,-0.15307349665924277
1,713,7500,4,2018.0,44229,73.0,2,2,3,26,17,-4.887066666666667
2,729,6999,3,2008.0,199000,143.0,1,2,3,19,7,-27.411630232890413
1,646,18099,3,2018.0,66796,130.0,2,2,4,9,39,-2.6832421680755845
3,317,25900,3,2008.0,125000,122.0,1,2,4,10,32,-3.8213513513513515
1,21,10825,4,2017.0,41203,82.0,2,2,4,5,42,-2.798429561200924
3,245,16999,3,2011.0,173000,265.0,3,3,4,44,23,-9.161127125125008
2,665,56990,4,2014.0,149000,560.0,2,3,4,34,29,-1.6045797508334796
1,507,12450,3,2018.0,77000,115.0,2,2,4,19,45,-5.175261044176707
3,320,25900,3,2014.0,124000,211.0,2,3,4,18,16,-3.7792664092664094
1,161,19400,3,2018.0,55887,130.0,2,2,3,1,50,-1.873917525773196
1,185,11500,3,2015.0,119896,140.0,2,2,4,1,29,-9.413304347826086
1,423,19290,4,2018.0,10336,140.0,2,2,4,12,29,0.4715914981855884
3,255,7800,3,2007.0,180000,224.0,2,3,4,10,29,-22.047435897435896
3,879,38900,4,2016.0,66066,340.0,2,3,4,9,29,-0.6894601542416452
1,722,6990,3,2012.0,175000,110.0,2,2,2,32,49,-24.019599427753935
1,169,17900,5,2017.0,95200,122.0,2,3,4,24,38,-4.311396648044693
1,182,16900,3,2017.0,49515,120.0,2,3,4,32,29,-1.9225443786982248
3,321,27990,3,2017.0,128089,150.0,2,3,4,33,29,-3.5706680957484815
2,869,44000,3,2015.0,120000,313.0,2,3,2,12,4,-1.7200454545454547
2,866,8990,3,2008.0,299990,218.0,2,3,4,28,39,-32.344493882091214
1,921,8490,4,2018.0,79990,87.0,2,2,3,30,29,-8.411071849234393
1,815,8600,3,2017.0,97000,75.0,2,2,3,23,8,-10.27
1,501,700,4,2000.0,280000,116.0,2,2,4,6,32,-398.83
4,521,43990,3,2014.0,84906,258.0,2,3,4,54,29,-0.9240963855421687
3,254,6000,3,2009.0,173720,190.0,2,3,4,6,48,-27.920666666666666
2,733,19049,4,2016.0,96216,184.0,2,3,4,12,32,-4.041052023728279
1,507,26990,4,2017.0,28917,300.0,2,3,2,38,7,-0.060133382734346055
1,507,16290,4,2019.0,10779,115.0,2,2,3,20,29,0.34554941682013507
1,28,12000,4,2019.0,20000,110.0,2,2,3,4,29,-0.65725
1,142,13990,5,2016.0,36000,136.0,2,3,3,7,7,-1.5632594710507506
5,68,210000,4,2016.0,10500,670.0,3,3,2,15,29,0.9532285714285714
1,174,11500,3,2017.0,27545,75.0,2,2,4,19,29,-1.3884347826086956
1,566,800,3,2002.0,215000,105.0,2,2,3,6,29,-267.615
1,544,10400,3,2017.0,74107,90.0,2,2,4,25,3,-6.116730769230769
